OTA-3,MANAGEMENT OF OCCUPATIONAL THPY SERVICES,Transferable to CSU only,3
OTA-4,CONTEMP MODELS AND EMRG PRACTICE IN OT,Transferable to CSU only,1
OTA-40,THEORY AND PROCESS IN PHYSICAL DYSFUNCTI,Transferable to CSU only,4
OTA-41,THRY AND PROC IN PHYSCAL DYSFUNCTION LAB,Transferable to CSU only,1
OTA-42,INTRO TO CLIN PRAC IN PHYS DYS AND EMERG,Transferable to CSU only,1
OTA-6,CLIN REASN AND ELECTR DOC IN OCCUP THERA,Transferable to CSU only,1
PE-1,ADAPTED PHYSICAL EDUCATION,Transferable to both UC and CSU,1
PE-10,RACQUETBALL,Transferable to both UC and CSU,1
PE-12,SWIMMING,Transferable to both UC and CSU,1
PE-12B,INTERMEDIATE SWIMMING,Transferable to both UC and CSU,1
PE-13,TENNIS,Transferable to both UC and CSU,1
PE-13B,INTERMEDIATE TENNIS,Transferable to both UC and CSU,1
PE-14,VOLLEYBALL,Transferable to both UC and CSU,1
PE-15,WEIGHT TRAINING,Transferable to both UC and CSU,1
PE-15A,WEIGHT TRAINING (WOMEN),Transferable to both UC and CSU,1
PE-15B,WEIGHT TRAINING (MEN),Transferable to both UC and CSU,1
PE-15C,WEIGHT TRAINING (COED),Transferable to both UC and CSU,2
PE-16,FITNESS WALKING,Transferable to both UC and CSU,1
PE-17,HATHA YOGA,Transferable to both UC and CSU,1
PE-18,FLOOR EXERCISES,Transferable to both UC and CSU,1
PE-18A,SPORTS MEDICINE LAB A,Transferable to CSU only,2
PE-19,WEIGHT TRAINING AND AEROBICS,Transferable to both UC and CSU,1
PE-2,AEROBICS (DANCE STEP OR WATER),Transferable to both UC and CSU,1
PE-20,ATHLETIC TRAINING,Transferable to both UC and CSU,4
PE-26,SPORTS PSYCHOLOGY,Transferable to both UC and CSU,3
PE-27,HIGH-INTENSITY CARDIO INTERVAL TRAINING,Transferable to both UC and CSU,1
PE-28,FOUNDATIONS OF COACHING,Transferable to both UC and CSU,3
PE-29,YOGA,Transferable to both UC and CSU,1
PE-29C,OFF-SEASONING CONDITIONING FOR BADMINTON,Transferable to both UC and CSU,1
PE-30C,OFF-SEASON CONDITIONING FOR BASEBALL,Transferable to both UC and CSU,1
PE-30D,BASEBALL TRAINING,Transferable to both UC and CSU,3
PE-31B,COMPETITIVE BASKETBALL,Transferable to both UC and CSU,3
PE-31C,OFF-SEASON CONDITIONING FOR BASKETBALL,Transferable to both UC and CSU,1
PE-32B,COMPETITIVE CROSS-COUNTRY,Transferable to both UC and CSU,3
PE-33A,THEORY OF FOOTBALL,Transferable to both UC and CSU,1
PE-33B,COMPETITIVE FOOTBALL,Transferable to both UC and CSU,3
PE-33C,OFF-SEASON CONDITIONING FOR FOOTBALL,Transferable to both UC and CSU,1
PE-33D,FOOTBALL TRAINING,Transferable to CSU only,2
PE-34B,COMPETITIVE GOLF,Transferable to both UC and CSU,3
PE-34C,OFF-SEASON CONDITIONING FOR GOLF,Transferable to both UC and CSU,1
PE-35B,CHEER AND STUNT,Transferable to both UC and CSU,2
PE-36B,COMPETITIVE SOCCER,Transferable to both UC and CSU,3
PE-36C,OFF-SEASON CONDITIONING FOR SOCCER,Transferable to both UC and CSU,1
PE-36D,ATHLETIC RECOVERY,Transferable to both UC and CSU,0.5
PE-37C,OFF-SEASON CONDITIONING FOR SOFTBALL,Transferable to both UC and CSU,1
PE-37D,SOFTBALL TRAINING,Transferable to CSU only,3
PE-38C,OFF-SEASON CONDITIONING FOR TENNIS,Transferable to both UC and CSU,1
PE-38D,TENNIS TRAINING,Transferable to CSU only,3
PE-39C,OFF-SEASON CONDITIONING FOR TRACK AND FIELD,Transferable to both UC and CSU,1
PE-4,BADMINTON,Transferable to both UC and CSU,1
PE-40B,COMPETITIVE VOLLEYBALL,Transferable to both UC and CSU,3
PE-40C,OFF-SEASON CONDITIONING FOR VOLLEYBALL,Transferable to both UC and CSU,1
PE-41B,COMPETITIVE MEN'S WRESTLING,Transferable to both UC and CSU,3
PE-42B,COMPETITIVE WATER POLO,Transferable to both UC and CSU,3
PE-43C,OFF-SEASON CONDITIONING FOR SWIMMING,Transferable to CSU only,1
PE-44C,OFF-SEASON CONDITIONING FOR SAND VOLLEYBALL,Transferable to both UC and CSU,1
PE-45,PERFORMANCE TRAINING AND CONDITIONING TECHNIQUES FOR INTERCOLLEGIATE,Transferable to both UC and CSU,2
PE-49,WEIGHT TRAINING FOR COLLEGIATE ATHLETES,Transferable to both UC and CSU,1
PE-49A,BEGINNING CIRCUIT TRAINING,Transferable to both UC and CSU,1
PE-6,FITNESS AND HEALTH,Transferable to both UC and CSU,1
PE-62,INTRODUCTION TO KINESIOLOGY,Transferable to both UC and CSU,3
PE-71,SOCCER,Transferable to both UC and CSU,1
PE-72,SPINNING FOR FITNESS,Transferable to both UC and CSU,1
PE-8,BASIC SELF DEFENSE,Transferable to both UC and CSU,1
PHIL-1,INTRODUCTION TO PHILOSOPHY,Transferable to both UC and CSU,3
PHIL-1A,THEORIES OF KNOWLEDGE AND REALITY,Transferable to both UC and CSU,3
PHIL-1AH,HONORS THEORIES OF KNOWLEDGE AND REALITY,Transferable to both UC and CSU,3
PHIL-1C,ETHICS,Transferable to both UC and CSU,3
PHIL-1CH,HONORS ETHICS,Transferable to both UC and CSU,3
PHIL-1D,WORLD RELIGIONS,Transferable to both UC and CSU,3
PHIL-2,CRITICAL REASONING AND ANALYTIC WRITING,Transferable to both UC and CSU,3
PHIL-2H,HONORS CRITICAL REASONING AND ANALYTIC WRITING,Transferable to both UC and CSU,3
PHIL-3B,MODERN PHILOSOPHY,Transferable to CSU only,3
PHIL-4,INTRODUCTION TO LOGIC,Transferable to both UC and CSU,3
PHIL-6,SYMBOLIC LOGIC,Transferable to both UC and CSU,3
PHOTO-1,INTRODUCTION TO DIGITAL PHOTOGRAPHY,Transferable to both UC and CSU,3
PHOTO-12,BEGINNING PHOTOSHOP,Transferable to both UC and CSU,3
PHOTO-14,PHOTOGRAPHY FOR SOCIAL MEDIA,Transferable to CSU only,3
PHOTO-15,PHOTOGRAPHY AND VISUAL LITERACY,Transferable to both UC and CSU,3
PHOTO-18,ADVANCED BLACK AND WHITE PHOTOGRAPHY,Transferable to both UC and CSU,3
PHOTO-26,LIGHTING PRINCIPLES,Transferable to CSU only,3
PHOTO-45,ADVANCED PROJECTS,Transferable to CSU only,3
PHOTO-5,INTRODUCTION TO PHOTOGRAPHY,Transferable to both UC and CSU,3
PHOTO-57,APPLIED COLOR AND ALTERNATIVE PHOTOGRAPHIC MEDIA,Transferable to both UC and CSU,3
PHOTO-6,DIGITAL IMAGING FUNDAMENTALS,Transferable to both UC and CSU,3
PHOTO-67,INTRO TO AERIAL MULTIMEDIA,Transferable to CSU only,0.5
PHYS-2A,GENERAL PHYSICS 1,Transferable to both UC and CSU,4
PHYS-2B,GENERAL PHYSICS 2,Transferable to both UC and CSU,4
PHYS-4A,PHYSICS FOR SCIENTISTS AND ENGINEERS,Transferable to both UC and CSU,4
PHYS-4B,PHYSICS FOR SCIENTISTS AND ENGINEERS,Transferable to both UC and CSU,4
PHYS-4C,PHYSICS FOR SCIENTISTS AND ENGINEERS,Transferable to both UC and CSU,4
PHYSC-11,INTRODUCTORY PHYSICAL SCIENCE,Transferable to both UC and CSU,3
PLEGAL-1,INTRODUCTION TO PARALEGALISM,Transferable to CSU only,3
PLEGAL-14,LAW OFFICE COMPUTING,Transferable to CSU only,3
PLEGAL-17,ADMINISTRATIVE LAW/WORKERS' COMPENSATION,Transferable to CSU only,3
PLEGAL-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
PLEGAL-2A,LEGAL RESEARCH AND WRITING I,Transferable to CSU only,3
PLEGAL-2B,LEGAL RESEARCH AND WRITING II,Transferable to CSU only,3
PLEGAL-3,FAMILY LAW,Transferable to CSU only,3
PLEGAL-6A,LITIGATION I,Transferable to CSU only,3
PLEGAL-6B,LITIGATION II,Transferable to CSU only,3
PLEGAL-7,LAW OFFICE ADMINISTRATION AND ETHICS,Transferable to CSU only,3
PLS-1,INTRODUCTION TO PLANT SCIENCE,Transferable to both UC and CSU,3
PLS-11,MACHINERY TECHNOLOGY,Transferable to CSU only,3
PLS-16,WINE SENSORY ANALYSIS AND EVALUATION,Transferable to CSU only,3
PLS-18,INTRODUCTION TO ENOLOGY,Transferable to both UC and CSU,3
PLS-1L,INTRODUCTION TO PLANT SCIENCE LABORATORY,Transferable to both UC and CSU,1
PLS-2,SOILS,Transferable to both UC and CSU,3
PLS-2L,SOILS LABORATORY,Transferable to both UC and CSU,1
PLS-5,PRINCIPLES OF IRRIGATION MANAGEMENT,Transferable to CSU only,3
PLS-6,PESTICIDES,Transferable to CSU only,3
PLS-7,INTEGRATED PEST MANAGEMENT,Transferable to CSU only,3
PLS-9,BIOMETRICS,Transferable to both UC and CSU,3
POLSCI-1,MODERN POLITICS,Transferable to both UC and CSU,3
POLSCI-13,LEGAL AND JUDICIAL REASONING,Transferable to both UC and CSU,3
POLSCI-2,AMERICAN GOVERNMENT,Transferable to both UC and CSU,3
POLSCI-24,INTERNATIONAL RELATIONS,Transferable to both UC and CSU,3
POLSCI-2H,HONORS AMERICAN GOVERNMENT,Transferable to both UC and CSU,3
POLSCI-3,INTRODUCTION TO POLITICAL THEORY AND THOUGHT,Transferable to both UC and CSU,3
POLSCI-5,COMPARATIVE GOVERNMENT,Transferable to both UC and CSU,3
PORT-1,BEGINNING PORTUGUESE,Transferable to both UC and CSU,5
PSY-16,ABNORMAL PSYCHOLOGY,Transferable to both UC and CSU,3
PSY-2,GENERAL PSYCHOLOGY,Transferable to both UC and CSU,3
PSY-25,HUMAN SEXUALITY,Transferable to both UC and CSU,3
PSY-2H,HONORS GENERAL PSYCHOLOGY,Transferable to both UC and CSU,3
PSY-33,PERSONAL AND SOCIAL ADJUSTMENT,Transferable to both UC and CSU,3
PSY-36,BIOLOGICAL PSYCHOLOGY,Transferable to both UC and CSU,3
PSY-38,LIFESPAN DEVELOPMENT,Transferable to both UC and CSU,3
PSY-39,CHILD GROWTH AND DEVELOPMENT,Transferable to both UC and CSU,3
PSY-42,STATISTICS FOR THE BEHAVIORAL SCIENCES,Transferable to both UC and CSU,4
PSY-45,INTRODUCTION TO RESEARCH METHODS IN PSYCHOLOGY,Transferable to both UC and CSU,3
PSY-5,SOCIAL PSYCHOLOGY,Transferable to both UC and CSU,3
RAD-1A,FUNDAMENTALS OF RADIOLOGIC TECHNOLOGY,Transferable to CSU only,6
RAD-1B,BASIC RADIOGRAPHIC POSITIONING TECHNOLOGY,Transferable to CSU only,1
RAD-1C,CLINICAL ORIENTATION LABORATORY,Transferable to CSU only,3
RAD-1D,NURSING PROCEDURES IN RADIOLOGIC TECHNOLOGY,Transferable to CSU only,3
RAD-3,BASIC CLINICAL RADIOLOGIC TECHNOLOGY,Transferable to CSU only,8
RAD-4A,PATHOLOGY IN RADIOLOGIC TECHNOLOGY,Transferable to CSU only,2
RAD-4B,ADVANCED CLINICAL RADIOLOGIC TECHNOLOGY,Transferable to CSU only,12
RAD-4C,ADVANCED RADIOGRAPHIC POSITIONING LABORATORY-CRANIUM,Transferable to CSU only,1
RCARE-15,INTRODUCTION TO RESPIRATORY CARE PROFESSION,Transferable to CSU only,1
RCARE-16,PATIENT ASSESSMENT,Transferable to CSU only,3
RCARE-16C,CLINICAL APPLICATIONS I,Transferable to CSU only,1
RCARE-17,RESPIRATORY CARE PHARMACOLOGY,Transferable to CSU only,3
RCARE-20,INTRODUCTION TO RESPIRATORY CARE MODALITIES,Transferable to CSU only,4
RCARE-21B,CLINICAL APPLICATIONS III,Transferable to CSU only,6
RCARE-22,INTRODUTION TO MECHANICAL VENTILATION MANAGEMENT IN RESPIRATORY CARE,Transferable to CSU only,2
RCARE-24,NEONATAL DISEASES,Transferable to CSU only,2
RCARE-25,OBSTRUCTIVE RESPIRATORY DISEASES,Transferable to CSU only,2
RE-40,REAL ESTATE PRINCIPLES,Transferable to CSU only,3
RE-41,REAL ESTATE PRACTICE,Transferable to CSU only,3
REC-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
REC-20,INTRODUCTION TO RECREATION,Transferable to CSU only,3
REC-21,RECREATION LEADERSHIP,Transferable to CSU only,3
RN-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
RN-31,FOUNDATIONS AND INTRODUCTION TO MEDICAL SURGICAL NURSING,Transferable to CSU only,4
RN-32,FOUNDATIONS AND INTRODUCTION TO MEDICAL SURGICAL NURSING CLINICAL,Transferable to CSU only,2
RN-32A,FOUNDATIONS AND INTRODUCTION TO MEDICAL SURGICAL NURSING SKILLS,Transferable to CSU only,2
RN-33,TRANSCULTURAL HEALTH CARE,Transferable to CSU only,1
RN-35A,PHARMACOLOGY A: INTRODUCTION TO PHARMACOLOGY,Transferable to CSU only,1
RN-35B,PHARMACOLOGY B: NURSING PHARMACOLOGICAL APPLICATIONS,Transferable to CSU only,2
RN-41,NURSING CARE OF THE ADULT WITH COMMON HEALTH PROBLEMS,Transferable to CSU only,2.5
RN-42,NURSING CARE OF THE ADULT WITH COMMON HEALTH PROBLEMS CLINICAL,Transferable to CSU only,2
RN-42A,NURSING CARE OF THE ADULT WITH COMMON HEALTH PROBLEMS SKILLS,Transferable to CSU only,1
RN-45,NURSING CARE OF THE CHILDBEARING FAMILY THEORY,Transferable to CSU only,2.5
RN-46,NURSING CARE OF THE CHILDBEARING FAMILY CLINICAL,Transferable to CSU only,1.5
RN-51,NURSING CARE OF ADULT WITH COMPLEX HEALTH PROBLEMS,Transferable to CSU only,3
RN-52,NURSING CARE OF THE ADULT AND OLDER ADULT WITH COMPLEX HEALTH PROBLE,Transferable to CSU only,2
RN-52A,NURSING CARE OF THE ADULT AND OLDER ADULT WITH COMPLEX HEALTH PROBLE,Transferable to CSU only,0.5
RN-53,NURSING CARE OF THE OLDER ADULT,Transferable to CSU only,1
RN-55,NURSING CARE OF INFANTS AND CHILDREN,Transferable to CSU only,2
RN-56,NURSING CARE OF INFANTS AND CHILDREN CLINICAL,Transferable to CSU only,2
RN-61,NURSING CARE OF THE CRITICALLY ILL ADULT AND COORDINATOR OF CARE,Transferable to CSU only,2.5
RN-62,NURSING CARE OF THE CRITICALLY ILL ADULT AND COORDINATOR OF CARE CLI,Transferable to CSU only,3
RN-62A,NURSING CARE OF THE CRITICALLY ILL ADULT SKILLS,Transferable to CSU only,0.5
RN-65,NURSING CARE OF THE CLIENT WITH BEHAVIORAL AND EMOTIONAL DISORDERS,Transferable to CSU only,2
RN-66,NURSING CARE OF THE CLIENT WITH BEHAVIORAL AND EMOTIONAL DISORDERS C,Transferable to CSU only,1.5
SCI-1A,INTRODUCTORY CHEMICAL AND PHYSICAL SCIENCE,Transferable to both UC and CSU,4
SOC-10,INTRODUCTION TO AGING STUDIES,Transferable to both UC and CSU,3
SOC-11,SOCIOLOGY OF GENDER STUDIES,Transferable to both UC and CSU,3
SOC-1A,INTRODUCTION TO SOCIOLOGY,Transferable to both UC and CSU,3
SOC-1B,CRITICAL THINKING ABOUT SOCIAL PROBLEMS,Transferable to both UC and CSU,3
SOC-2,AMERICAN MINORITY GROUPS,Transferable to both UC and CSU,3
SOC-3,INTRODUCTION TO SOCIAL JUSTICE STUDIE,Transferable to both UC and CSU,3
SOC-32,COURTSHIP MARRIAGE AND DIVORCE: FAMILY & INTERPERSONAL RELATIONSHI,Transferable to both UC and CSU,3
SOC-7,DOMESTIC VIOLENCE: ABUSE WITHIN THE FAMILY,Transferable to both UC and CSU,3
SPAN-1,BEGINNING SPANISH,Transferable to both UC and CSU,5
SPAN-2,HIGH-BEGINNING SPANISH,Transferable to both UC and CSU,5
SPAN-2NS,PREPARATORY SPANISH FOR SPANISH SPEAKERS,Transferable to both UC and CSU,5
SPAN-3,INTERMEDIATE SPANISH,Transferable to both UC and CSU,5
SPAN-3NS,INTERMEDIATE SPANISH FOR SPANISH SPEAKERS,Transferable to both UC and CSU,5
SPAN-4,HIGH-INTERMEDIATE SPANISH,Transferable to both UC and CSU,5
SPAN-41,INTRODUCTION TO POETRY IN SPANISH,Transferable to both UC and CSU,4
SPAN-4NS,HIGH-INTERMEDIATE SPANISH FOR SPANISH SPEAKERS,Transferable to both UC and CSU,5
SPAN-5,THE SHORT STORY: MEXICO SPAIN AND THE U.S.,Transferable to both UC and CSU,4
SPAN-8,ADVANCED SPANISH CONVERSATION,Transferable to both UC and CSU,4
STAT-7,ELEMENTARY STATISTICS,Transferable to both UC and CSU,4
TA-12,FUNDAMENTALS OF ORAL INTERPRETATION,Transferable to both UC and CSU,3
TA-23,TECHNICAL THEATRE PRACTICUM,Transferable to both UC and CSU,3
TA-27B,INTRODUCTION TO LIGHTING DESIGN,Transferable to both UC and CSU,3
TA-28,INTRODUCTION TO STAGE MAKEUP,Transferable to both UC and CSU,3
TA-30,THEATRE APPRECIATION,Transferable to both UC and CSU,3
TA-31,THEATRE HISTORY AND DRAMATIC LITERATURE I,Transferable to both UC and CSU,3
TA-35,COSTUME CRAFTS,Transferable to both UC and CSU,3
TA-38,SCRIPT ANALYSIS,Transferable to both UC and CSU,3
TA-40,PERFORMANCE PRACTICUM,Transferable to CSU only,3
TA-41,BEGINNING ACTING,Transferable to both UC and CSU,3
TA-42,BEGINNING ACTING FOR THEATRE MAJORS,Transferable to both UC and CSU,3
TA-43,INTERMEDIATE ACTING,Transferable to both UC and CSU,3
TA-46,VOICE FOR THE ACTOR,Transferable to both UC and CSU,3
WELD-1,EXPLORING WELDING/METALS,Transferable to CSU only,3
WELD-2A,INTRODUCTION TO WELDING TECHNOLOGY,Transferable to CSU only,6
WELD-2B,ADVANCED MULTI-PROCESS WELDING,Transferable to CSU only,5
WELD-3B,INTERMEDIATE WELDING DESIGN AND FABRICATION,Transferable to CSU only,5
WELD-3C,CUSTOM METAL FABRICATION,Transferable to CSU only,2.5
WELD-4A,HEAVY PLATE STRUCTURAL STEEL WELDING AND CERTIFICATION,Transferable to CSU only,5
WELD-4B,PIPE TUBE WELDING AND CERTIFICATION,Transferable to CSU only,5
WELD-83A,INDUSTRIAL ROBOTICS - INTRODUCTION,Transferable to CSU only,3
WKEXP-19,WORK EXPERIENCE (COOPERATIVE) GENERAL,Transferable to CSU only,6
WSTS-10,CHANGING ROLES OF WOMEN,Transferable to both UC and CSU,3
WSTS-22,HISTORY OF AMERICAN WOMEN,Transferable to both UC and CSU,3
WSTS-24,LA CHICANA AND LATINA,Transferable to both UC and CSU,3
WSTS-43,WOMEN'S NUTRITION,Transferable to CSU only,2
WSTS-7,DOMESTIC VIOLENCE: ABUSE WITHIN THE FAMILY,Transferable to both UC and CSU,3
